"id","name","height","weight","hp","attack","defense","s_attack","s_defense","speed","type","evo_set","info"
513,"pansear","6","110","50","53","48","53","48","64","{fire}",263,"When it is angered, the temperature of its head tuft reaches 600° F. It uses its tuft to roast berries."
514,"simisear","10","280","75","98","63","98","63","101","{fire}",263,"It loves sweets because they become energy for the fire burning inside its body."
515,"panpour","6","135","50","53","48","53","48","64","{water}",264,"The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large."
516,"simipour","10","290","75","98","63","98","63","101","{water}",264,"The tuft on its head holds water. When the level runs low, it replenishes the tuft by siphoning up water with its tail."
517,"munna","6","233","76","25","45","67","55","24","{psychic}",265,"Munna always float in the air. People whose dreams are eaten by them forget what the dreams had been about."
518,"musharna","11","605","116","55","85","107","95","29","{psychic}",265,"The mist emanating from their foreheads is packed with the dreams of people and Pokémon."
519,"pidove","3","21","50","55","50","36","30","43","{normal,flying}",266,"Each follows its Trainer’s orders as best it can, but they sometimes fail to understand complicated commands."
520,"tranquill","6","150","62","77","62","50","42","65","{normal,flying}",266,"It can return to its Trainer’s location regardless of the distance separating them."
521,"unfezant","12","290","80","115","80","65","55","93","{normal,flying}",266,"Males swing their head plumage to threaten opponents. The females’ flying abilities surpass those of the males."
522,"blitzle","8","298","45","60","32","50","32","76","{electric}",267,"When thunderclouds cover the sky, it will appear. It can catch lightning with its mane and store the electricity."
523,"zebstrika","16","795","75","100","63","80","63","116","{electric}",267,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates."
524,"roggenrola","4","180","55","75","85","25","25","15","{rock}",268,"Its ear is hexagonal in shape. Compressed underground, its body is as hard as steel."
525,"boldore","9","1020","70","105","105","50","40","20","{rock}",268,"When it overflows with power, the orange crystal on its body glows. It looks for underground water in caves."
526,"gigalith","17","2600","85","135","130","60","80","25","{rock}",268,"Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain."
527,"woobat","4","21","65","45","43","55","43","72","{psychic,flying}",269,"Its habitat is dark forests and caves. It emits ultrasonic waves from its nose to learn about its surroundings."
528,"swoobat","9","105","67","57","55","77","55","114","{psychic,flying}",269,"It emits sound waves of various frequencies from its nose, including some powerful enough to destroy rocks."
529,"drilbur","3","85","60","85","40","30","45","68","{ground}",270,"It can dig through the ground at a speed of 30 mph. It could give a car running aboveground a good race."
530,"excadrill","7","404","110","135","60","50","65","88","{ground,steel}",270,"It can help in tunnel construction. Its drill has evolved into steel strong enough to bore through iron plates."
531,"audino","11","310","103","60","86","60","86","50","{normal}",271,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling."
532,"timburr","6","125","75","80","55","25","35","35","{fighting}",272,"It fights by swinging a piece of lumber around. It is close to evolving when it can handle the lumber without difficulty."
533,"gurdurr","12","400","85","105","85","40","50","40","{fighting}",272,"This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch."
534,"conkeldurr","14","870","105","140","95","55","65","45","{fighting}",272,"It is thought that Conkeldurr taught humans how to make concrete more than 2,000 years ago."
535,"tympole","5","45","50","50","40","50","40","64","{water}",273,"They warn others of danger by vibrating their cheeks to create a high-pitched sound."
536,"palpitoad","8","170","75","65","55","65","55","69","{water,ground}",273,"When they vibrate the bumps on their heads, they can make waves in water or earthquake-like vibrations on land."
537,"seismitoad","15","620","105","95","75","85","75","74","{water,ground}",273,"They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents."
538,"throh","13","555","120","100","85","30","85","45","{fighting}",274,"When it tightens its belt, it becomes stronger. Wild Throh use vines to weave their own belts."
539,"sawk","14","510","75","125","75","30","75","85","{fighting}",275,"The sound of Sawk punching boulders and trees can be heard all the way from the mountains where they train."
540,"sewaddle","3","25","45","53","70","40","60","42","{bug,grass}",276,"Leavanny dress it in clothes they made for it when it hatched. It hides its head in its hood while it is sleeping."
541,"swadloon","5","73","55","63","90","50","80","42","{bug,grass}",276,"Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life."
542,"leavanny","12","205","75","103","80","70","80","92","{bug,grass}",276,"Upon finding a small Pokémon, it weaves clothing for it from leaves, using the cutters on its arms and sticky silk."
543,"venipede","4","53","30","45","59","30","39","57","{bug,poison}",277,"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it."
544,"whirlipede","12","585","40","55","99","40","79","47","{bug,poison}",277,"Protected by a hard shell, it spins its body like a wheel and crashes furiously into its enemies."
545,"scolipede","25","2005","60","100","89","55","69","112","{bug,poison}",277,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails."
546,"cottonee","3","6","40","27","60","37","50","66","{grass,fairy}",278,"When attacked, it escapes by shooting cotton from its body. The cotton serves as a decoy to distract the attacker."
547,"whimsicott","7","66","60","67","85","77","75","116","{grass,fairy}",278,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind."
548,"petilil","5","66","45","35","50","70","50","30","{grass}",279,"The leaves on its head are very bitter. Eating one of these leaves is known to refresh a tired body."
549,"lilligant","11","163","70","60","75","110","75","90","{grass}",279,"Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities."
550,"basculin","10","180","70","92","65","80","55","98","{water}",280,"Red and blue Basculin get along so poorly, they’ll start fighting instantly. These Pokémon are very hostile."
551,"sandile","7","152","50","72","35","35","35","65","{ground,dark}",281,"They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping."
552,"krokorok","10","334","60","82","45","45","45","74","{ground,dark}",281,"They live in groups of a few individuals. Protective membranes shield their eyes from sandstorms."
553,"krookodile","15","963","95","117","80","65","70","92","{ground,dark}",281,"They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile."
554,"darumaka","6","375","70","90","45","15","45","50","{fire}",282,"When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep."
555,"darmanitan","13","929","105","140","55","30","55","95","{fire}",282,"Its internal fire burns at 2,500° F, making enough power that it can destroy a dump truck with one punch."
556,"maractus","10","280","75","86","67","106","67","60","{grass}",283,"It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds."
557,"dwebble","3","145","50","65","85","35","35","55","{bug,rock}",284,"This Pokémon can easily melt holes in hard rocks with a liquid secreted from its mouth."
558,"crustle","14","2000","70","105","125","65","75","45","{bug,rock}",284,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle."
559,"scraggy","6","118","50","75","70","35","70","48","{dark,fighting}",285,"Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck."
560,"scrafty","11","300","65","90","115","45","115","58","{dark,fighting}",285,"Groups of them beat up anything that enters their territory. Each can spit acidic liquid from its mouth."
561,"sigilyph","14","140","72","58","80","103","80","97","{psychic,flying}",286,"They never vary the route they fly, because their memories of guarding an ancient city remain steadfast."
562,"yamask","5","15","38","30","85","55","65","30","{ghost}",287,"Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry."
563,"cofagrigus","17","765","58","50","145","95","105","30","{ghost}",287,"It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets."
564,"tirtouga","7","165","54","78","103","53","45","22","{water,rock}",288,"Restored from a fossil, this Pokémon can dive to depths beyond half a mile."
565,"carracosta","12","810","74","108","133","83","65","32","{water,rock}",288,"They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker."
566,"archen","5","95","55","112","45","74","45","70","{rock,flying}",289,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another."
567,"archeops","14","320","75","140","65","112","65","110","{rock,flying}",289,"They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight."
568,"trubbish","6","310","50","50","62","40","62","65","{poison}",290,"Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places."
569,"garbodor","19","1073","80","95","82","60","82","75","{poison}",290,"It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth."
570,"zorua","7","125","40","65","40","80","40","65","{dark}",291,"It changes into the forms of others to surprise them. Apparently, it often transforms into a silent child."
571,"zoroark","16","811","60","105","60","120","60","105","{dark}",291,"Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents."
572,"minccino","4","58","55","50","40","40","40","75","{normal}",292,"They greet one another by rubbing each other with their tails, which are always kept well groomed and clean."
573,"cinccino","5","75","75","95","60","65","60","115","{normal}",292,"Their white fur is coated in a special oil that makes it easy for them to deflect attacks."
574,"gothita","4","58","45","30","50","55","65","45","{psychic}",293,"Their ribbonlike feelers increase their psychic power. They are always staring at something."
575,"gothorita","7","180","60","45","70","75","85","55","{psychic}",293,"They use hypnosis to control people and Pokémon. Tales of Gothorita leading people astray are told in every corner."
576,"gothitelle","15","440","70","55","95","95","110","65","{psychic}",293,"Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power."
577,"solosis","3","10","45","30","40","105","50","20","{psychic}",294,"They drive away attackers by unleashing psychic power. They can use telepathy to talk with others."
578,"duosion","6","80","65","40","50","125","60","30","{psychic}",294,"Since they have two divided brains, at times they suddenly try to take two different actions at once."
579,"reuniclus","10","201","110","65","75","125","85","30","{psychic}",294,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power."
580,"ducklett","5","55","62","44","50","44","50","55","{water,flying}",295,"These bird Pokémon are excellent divers. They swim around in the water eating their favorite food--peat moss."
581,"swanna","13","242","75","87","63","87","63","98","{water,flying}",295,"Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock."
582,"vanillite","4","57","36","50","50","65","60","44","{ice}",296,"The temperature of their breath is -58° F. They create snow crystals and make snow fall in the areas around them."
583,"vanillish","11","410","51","65","65","80","75","59","{ice}",296,"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas."
584,"vanilluxe","13","575","71","95","85","110","95","79","{ice}",296,"Swallowing large amounts of water, they make snow clouds inside their bodies and attack their foes with violent blizzards."
585,"deerling","6","195","60","60","50","40","50","75","{normal,grass}",297,"The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass."
586,"sawsbuck","19","925","80","100","70","60","70","95","{normal,grass}",297,"They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns."
587,"emolga","4","50","55","75","60","75","60","103","{electric,flying}",298,"The energy made in its cheeks’ electric pouches is stored inside its membrane and released while it is gliding."
588,"karrablast","5","59","50","75","45","40","45","60","{bug}",299,"These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet."
589,"escavalier","10","330","70","135","105","60","105","20","{bug,steel}",299,"They fly around at high speed, striking with their pointed spears. Even when in trouble, they face opponents bravely."
590,"foongus","2","10","69","55","45","55","55","15","{grass,poison}",300,"It lures people in with its Poké Ball pattern, then releases poison spores. Why it resembles a Poké Ball is unknown."
591,"amoonguss","6","105","114","85","70","85","80","30","{grass,poison}",300,"It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion."
592,"frillish","12","330","55","40","50","65","85","40","{water,ghost}",301,"With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor."
593,"jellicent","22","1350","100","60","70","85","105","60","{water,ghost}",301,"The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished."
594,"alomomola","12","316","165","75","80","40","45","65","{water}",302,"The special membrane enveloping Alomomola has the ability to heal wounds."
595,"joltik","1","6","50","47","50","57","50","65","{bug,electric}",303,"Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses."
596,"galvantula","8","143","70","77","60","97","60","108","{bug,electric}",303,"When attacked, they create an electric barrier by spitting out many electrically charged threads."
597,"ferroseed","6","188","44","50","91","24","86","10","{grass,steel}",304,"When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away."
598,"ferrothorn","10","1100","74","94","131","54","116","20","{grass,steel}",304,"It fights by swinging around its three spiky feelers. A hit from these steel spikes can reduce a boulder to rubble."
599,"klink","3","210","40","55","70","45","60","30","{steel}",305,"The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing."
600,"klang","6","510","60","80","95","70","85","50","{steel}",305,"By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster."
601,"klinklang","6","810","60","100","115","70","85","90","{steel}",305,"The gear with the red core is rotated at high speed for a rapid energy charge."
602,"tynamo","2","3","35","55","40","45","40","60","{electric}",306,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning."
603,"eelektrik","12","220","65","85","70","75","70","40","{electric}",306,"They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns."
604,"eelektross","21","805","85","115","80","105","80","50","{electric}",306,"They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean."
605,"elgyem","5","90","55","55","55","85","55","30","{psychic}",307,"It uses its strong psychic power to squeeze its opponent’s brain, causing unendurable headaches."
606,"beheeyem","10","345","75","75","75","125","95","40","{psychic}",307,"It can manipulate an opponent’s memory. Apparently, it communicates by flashing its three different-colored fingers."
607,"litwick","3","31","50","30","55","65","55","20","{ghost,fire}",308,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns."
608,"lampent","6","130","60","40","60","95","60","55","{ghost,fire}",308,"This ominous Pokémon is feared. Through cities it wanders, searching for the spirits of the fallen."
609,"chandelure","10","343","60","55","90","145","90","80","{ghost,fire}",308,"It absorbs a spirit, which it then burns. By waving the flames on its arms, it puts its foes into a hypnotic trance."
610,"axew","6","180","46","87","60","30","40","57","{dragon}",309,"They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp."
611,"fraxure","10","360","66","117","70","40","50","67","{dragon}",309,"Since a broken tusk will not grow back, they diligently sharpen their tusks on river rocks after they’ve been fighting."
612,"haxorus","18","1055","76","147","90","60","70","97","{dragon}",309,"They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel."
613,"cubchoo","5","85","55","70","40","60","40","40","{ice}",310,"When it is not feeling well, its mucus gets watery and the power of its Ice-type moves decreases."
614,"beartic","26","2600","95","130","80","70","80","50","{ice}",310,"It can make its breath freeze at will. Very able in the water, it swims around in northern seas and catches prey."
615,"cryogonal","11","1480","80","50","50","95","135","105","{ice}",311,"When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice."
616,"shelmet","4","77","50","40","85","40","65","25","{bug}",312,"When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid."
617,"accelgor","8","253","80","70","40","100","60","145","{bug}",312,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane."
618,"stunfisk","7","110","109","66","84","81","99","32","{ground,electric}",313,"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity."
619,"mienfoo","9","200","45","85","50","55","50","65","{fighting}",314,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies."
620,"mienshao","14","355","65","125","60","95","60","105","{fighting}",314,"It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen."
621,"druddigon","16","1390","77","120","90","60","90","48","{dragon}",315,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move."
622,"golett","10","920","59","74","50","35","50","35","{ground,ghost}",316,"The energy that burns inside it enables it to move, but no one has yet been able to identify this energy."
623,"golurk","28","3300","89","124","80","55","80","55","{ground,ghost}",316,"It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control."
624,"pawniard","5","102","45","85","70","40","40","60","{dark,steel}",317,"Blades comprise this Pokémon’s entire body. If battling dulls the blades, it sharpens them on stones by the river."
625,"bisharp","16","700","65","125","100","60","70","70","{dark,steel}",317,"It leads a group of Pawniard. It battles to become the boss, but will be driven from the group if it loses."
626,"bouffalant","16","946","95","110","95","40","95","55","{normal}",318,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt."
627,"rufflet","5","105","70","83","50","37","50","60","{normal,flying}",319,"They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is."
628,"braviary","15","410","100","123","75","57","75","80","{normal,flying}",319,"They fight for their friends without any thought about danger to themselves. One can carry a car while flying."
629,"vullaby","5","90","70","55","75","45","65","60","{dark,flying}",320,"Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz."
630,"mandibuzz","12","395","110","65","105","55","95","80","{dark,flying}",320,"It makes a nest out of bones it finds. It grabs weakened prey in its talons and hauls it to its nest of bones."
631,"heatmor","14","580","85","97","66","105","66","65","{fire}",321,"It breathes through a hole in its tail while it burns with an internal fire. Durant is its prey."
632,"durant","3","330","58","109","112","48","48","109","{bug,steel}",322,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor."
633,"deino","8","173","52","65","50","45","50","38","{dark,dragon}",323,"It tends to bite everything, and it is not a picky eater. Approaching it carelessly is dangerous."
634,"zweilous","14","500","72","85","70","65","70","58","{dark,dragon}",323,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along."
635,"hydreigon","18","1600","92","105","90","125","90","98","{dark,dragon}",323,"This brutal Pokémon travels the skies on its six wings. Anything that moves seems like a foe to it, triggering its attack."
636,"larvesta","11","288","55","85","55","50","55","60","{bug,fire}",324,"This Pokémon was believed to have been born from the sun. When it evolves, its entire body is engulfed in flames."
637,"volcarona","16","460","85","60","65","135","105","100","{bug,fire}",324,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun."
638,"cobalion","21","2500","91","90","129","90","72","108","{steel,fighting}",325,"This legendary Pokémon battled against humans to protect Pokémon. Its personality is calm and composed."
639,"terrakion","19","2600","91","129","90","72","90","108","{rock,fighting}",326,"This Pokémon came to the defense of Pokémon that had lost their homes in a war among humans."
640,"virizion","20","2000","91","90","72","90","129","108","{grass,fighting}",327,"This Pokémon fought humans in order to protect its friends. Legends about it continue to be passed down."
641,"tornadus","15","630","79","115","70","125","80","111","{flying}",328,"The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph."
642,"thundurus","15","610","79","115","70","125","80","111","{electric,flying}",329,"Countless charred remains mar the landscape of places through which Thundurus has passed."
643,"reshiram","32","3300","100","120","100","150","120","90","{dragon,fire}",330,"This Pokémon appears in legends. It sends flames into the air from its tail, burning up everything around it."
644,"zekrom","29","3450","100","150","120","120","100","90","{dragon,electric}",331,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail."
645,"landorus","15","680","89","125","90","115","80","101","{ground,flying}",332,"Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”"
646,"kyurem","30","3250","125","130","90","130","90","95","{dragon,ice}",333,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out."
647,"keldeo","14","485","91","72","90","129","90","108","{water,fighting}",334,"By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling."
648,"meloetta","6","65","100","77","77","128","128","90","{normal,psychic}",335,"Its melodies are sung with a special vocalization method that can control the feelings of those who hear it."
649,"genesect","15","825","71","120","95","120","95","99","{bug,steel}",336,"Over 300 million years ago, it was feared as the strongest of hunters. It has been modified by Team Plasma."
650,"chespin","4","90","56","61","65","48","45","38","{grass}",337,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock."
651,"quilladin","7","290","61","78","95","56","58","57","{grass}",337,"It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills."
652,"chesnaught","16","900","88","107","122","74","75","64","{grass,fighting}",337,"Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body."
653,"fennekin","4","94","40","45","40","62","60","60","{fire}",338,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit."
654,"braixen","10","145","59","59","58","90","70","73","{fire}",338,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle."
655,"delphox","15","390","75","69","72","114","100","104","{fire,psychic}",338,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future."
656,"froakie","3","70","41","56","40","62","44","71","{water}",339,"It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked."
657,"frogadier","6","109","54","63","52","83","56","97","{water}",339,"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away."
658,"greninja","15","400","72","95","67","103","71","122","{water,dark}",339,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two."
659,"bunnelby","4","50","38","36","38","32","36","57","{normal}",340,"They use their large ears to dig burrows. They will dig the whole night through."
660,"diggersby","10","424","85","56","77","50","77","78","{normal,ground}",340,"With their powerful ears, they can heft boulders of a ton or more with ease. They can be a big help at construction sites."
661,"fletchling","3","17","45","50","43","40","38","62","{normal,flying}",341,"These friendly Pokémon send signals to one another with beautiful chirps and tail-feather movements."
662,"fletchinder","7","160","62","73","55","56","52","84","{fire,flying}",341,"From its beak, it expels embers that set the tall grass on fire. Then it pounces on the bewildered prey that pop out of the grass."
663,"talonflame","12","245","78","81","71","74","69","126","{fire,flying}",341,"In the fever of an exciting battle, it showers embers from the gaps between its feathers and takes to the air."
664,"scatterbug","3","25","38","35","40","27","25","35","{bug}",342,"When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact."
665,"spewpa","3","84","45","22","60","27","30","29","{bug}",342,"It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them."
666,"vivillon","12","170","80","52","50","90","50","89","{bug,flying}",342,"Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat."
667,"litleo","6","135","62","50","58","73","54","72","{fire,normal}",343,"The stronger the opponent it faces, the more heat surges from its mane and the more power flows through its body."
668,"pyroar","15","815","86","68","72","109","66","106","{fire,normal}",343,"The male with the largest mane of fire is the leader of the pride."
669,"flabebe","1","1","44","38","39","61","79","42","{fairy}",344,"It draws out and controls the hidden power of flowers. The flower Flabébé holds is most likely part of its body."
670,"floette","2","9","54","45","47","75","98","52","{fairy}",344,"It flutters around fields of flowers and cares for flowers that are starting to wilt. It draws out the hidden power of flowers to battle."
671,"florges","11","100","78","65","68","112","154","75","{fairy}",344,"It claims exquisite flower gardens as its territory, and it obtains power from basking in the energy emitted by flowering plants."
672,"skiddo","9","310","66","65","48","62","57","52","{grass}",345,"Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition."
673,"gogoat","17","910","123","100","62","97","81","68","{grass}",345,"It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being."
674,"pancham","6","80","67","82","62","46","48","43","{fighting}",346,"It does its best to be taken seriously by its enemies, but its glare is not sufficiently intimidating. Chewing on a leaf is its trademark."
675,"pangoro","21","1360","95","124","78","69","71","58","{fighting,dark}",346,"Although it possesses a violent temperament, it won’t put up with bullying. It uses the leaf in its mouth to sense the movements of its enemies."
676,"furfrou","12","280","75","80","60","65","90","102","{normal}",347,"Trimming its fluffy fur not only makes it more elegant but also increases the swiftness of its movements."
677,"espurr","3","35","62","48","54","63","60","68","{psychic}",348,"The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out."
678,"meowstic","6","85","74","48","76","83","81","104","{psychic}",348,"When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust."
679,"honedge","8","20","45","80","100","35","37","28","{steel,ghost}",349,"Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force."
680,"doublade","8","45","59","110","150","45","49","35","{steel,ghost}",349,"When Honedge evolves, it divides into two swords, which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons."
681,"aegislash","17","530","60","50","140","50","140","60","{steel,ghost}",349,"Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon."
682,"spritzee","2","5","78","52","60","63","65","23","{fairy}",350,"It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten."
683,"aromatisse","8","155","101","72","72","99","89","29","{fairy}",350,"It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle."
684,"swirlix","4","35","62","48","66","59","57","49","{fairy}",351,"To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy."
685,"slurpuff","8","50","82","80","86","85","75","72","{fairy}",351,"It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work."
686,"inkay","4","35","53","54","53","37","46","45","{dark,psychic}",352,"Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight."
687,"malamar","15","470","86","92","88","68","75","73","{dark,psychic}",352,"It wields the most compelling hypnotic powers of any Pokémon, and it forces others to do whatever it wants."
688,"binacle","5","310","42","52","67","39","56","50","{rock,water}",353,"Two Binacle live together on one rock. When they fight, one of them will move to a different rock."
689,"barbaracle","13","960","72","105","115","54","86","68","{rock,water}",353,"When they evolve, two Binacle multiply into seven. They fight with the power of seven Binacle."
690,"skrelp","5","73","50","60","60","60","60","30","{poison,water}",354,"Camouflaged as rotten kelp, they spray liquid poison on prey that approaches unawares and then finish it off."
691,"dragalge","18","815","65","75","90","97","123","44","{poison,dragon}",354,"Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory."
692,"clauncher","5","83","50","53","62","58","63","44","{water}",355,"They knock down flying prey by firing compressed water from their massive claws like shooting a pistol."
693,"clawitzer","13","353","71","73","88","120","89","59","{water}",355,"Their enormous claws launch cannonballs of water powerful enough to pierce tanker hulls."
694,"helioptile","5","60","44","38","33","61","43","70","{electric,normal}",356,"They make their home in deserts. They can generate their energy from basking in the sun, so eating food is not a requirement."
695,"heliolisk","10","210","62","55","52","109","94","109","{electric,normal}",356,"They flare their frills and generate energy. A single Heliolisk can generate sufficient electricity to power a skyscraper."
696,"tyrunt","8","260","58","89","77","45","45","48","{rock,dragon}",357,"This Pokémon was restored from a fossil. If something happens that it doesn’t like, it throws a tantrum and runs wild."
697,"tyrantrum","25","2700","82","121","119","69","59","71","{rock,dragon}",357,"Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited."
698,"amaura","13","252","77","59","50","67","63","46","{rock,ice}",358,"This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years."
699,"aurorus","27","2250","123","77","72","99","92","58","{rock,ice}",358,"The diamond-shaped crystals on its body expel air as cold as -240 degrees Fahrenheit, surrounding its enemies and encasing them in ice."
700,"sylveon","10","235","95","65","65","110","130","60","{fairy}",67,"It sends a soothing aura from its ribbonlike feelers to calm fights."
701,"hawlucha","8","215","78","92","75","74","63","118","{fighting,flying}",359,"Although its body is small, its proficient fighting skills enable it to keep up with big bruisers like Machamp and Hariyama."
702,"dedenne","2","22","67","58","57","81","67","101","{electric,fairy}",360,"Its whiskers serve as antennas. By sending and receiving electrical waves, it can communicate with others over vast distances."
703,"carbink","3","57","50","50","150","50","150","50","{rock,fairy}",361,"Born from the temperatures and pressures deep underground, it fires beams from the stone in its head."
704,"goomy","3","28","45","50","35","55","75","40","{dragon}",362,"The weakest Dragon-type Pokémon, it lives in damp, shady places, so its body doesn’t dry out."
705,"sliggoo","8","175","68","75","53","83","113","60","{dragon}",362,"It drives away opponents by excreting a sticky liquid that can dissolve anything. Its eyes devolved, so it can’t see anything."
706,"goodra","20","1505","90","100","70","110","150","80","{dragon}",362,"This very friendly Dragon-type Pokémon will hug its beloved Trainer, leaving that Trainer covered in sticky slime."
707,"klefki","2","30","57","80","91","80","87","75","{steel,fairy}",363,"These key collectors threaten any attackers by fiercely jingling their keys at them."
708,"phantump","4","70","43","70","48","50","60","38","{ghost,grass}",364,"These Pokémon are created when spirits possess rotten tree stumps. They prefer to live in abandoned forests."
709,"trevenant","15","710","85","110","76","65","82","56","{ghost,grass}",364,"It can control trees at will. It will trap people who harm the forest, so they can never leave."
710,"pumpkaboo","4","50","49","66","70","44","55","51","{ghost,grass}",365,"The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active."
